Species,Site,Variable,Value
AMBIENT,PSPST,768nm,294.013763
AMBIENT,PSPST,769nm,306.892487
AMBIENT,PSPST,770nm,319.349731
AMBIENT,PSPST,771nm,330.557739
AMBIENT,PSPST,772nm,339.445099
AMBIENT,PSPST,773nm,346.785858
AMBIENT,PSPST,774nm,352.122955
AMBIENT,PSPST,775nm,355.348236
AMBIENT,PSPST,776nm,357.621948
AMBIENT,PSPST,777nm,358.989502
AMBIENT,PSPST,778nm,359.701508
AMBIENT,PSPST,779nm,359.930084
AMBIENT,PSPST,780nm,359.644073
ALNRUB,PSPST,Time,2019/08/14_10:33:32
ALNRUB,PSPST,LUX,4041.547852
ALNRUB,PSPST,fc,375.608551
ALNRUB,PSPST,CCT,7754
ALNRUB,PSPST,Duv,0.004261
ALNRUB,PSPST,I-Time,169
ALNRUB,PSPST,x,0.295778
ALNRUB,PSPST,y,0.31359
ALNRUB,PSPST,u',0.191705
ALNRUB,PSPST,v',0.457311
ALNRUB,PSPST,deltax,-0.001863
ALNRUB,PSPST,deltay,0.006153
ALNRUB,PSPST,deltau',-0.003663
ALNRUB,PSPST,deltav',0.003266
ALNRUB,PSPST,LambdaP,779
ALNRUB,PSPST,LambdaPV,92.580132
ALNRUB,PSPST,LambdaD,485
ALNRUB,PSPST,Purity,14.334579
ALNRUB,PSPST,IRR,22.845993
ALNRUB,PSPST,CRI,96.799683
ALNRUB,PSPST,R1,96.069038
ALNRUB,PSPST,R2,97.193115
ALNRUB,PSPST,R3,98.008377
ALNRUB,PSPST,R4,96.433273
ALNRUB,PSPST,R5,96.368095
ALNRUB,PSPST,R6,96.488037
ALNRUB,PSPST,R7,98.318108
ALNRUB,PSPST,R8,95.519318
ALNRUB,PSPST,R9,85.282532
ALNRUB,PSPST,R10,93.177734
ALNRUB,PSPST,R11,95.242104
ALNRUB,PSPST,R12,95.169571
ALNRUB,PSPST,R13,96.101791
ALNRUB,PSPST,R14,98.760948
ALNRUB,PSPST,R15,95.411598
ALNRUB,PSPST,PPFD,73.251297
ALNRUB,PSPST,PFD,110.265823
ALNRUB,PSPST,PFD-UV,3.065175
ALNRUB,PSPST,PFD-B,25.863213
ALNRUB,PSPST,PFD-G,26.371641
ALNRUB,PSPST,PFD-R,21.51792
ALNRUB,PSPST,PFD-FR,34.39463
ALNRUB,PSPST,380nm,38.605137
ALNRUB,PSPST,381nm,38.76503
ALNRUB,PSPST,382nm,38.904903
ALNRUB,PSPST,383nm,39.009621
ALNRUB,PSPST,384nm,39.063587
ALNRUB,PSPST,385nm,39.548759
ALNRUB,PSPST,386nm,40.40052
ALNRUB,PSPST,387nm,40.647785
ALNRUB,PSPST,388nm,40.599789
ALNRUB,PSPST,389nm,41.236168
ALNRUB,PSPST,390nm,42.040043
ALNRUB,PSPST,391nm,42.183987
ALNRUB,PSPST,392nm,42.363373
ALNRUB,PSPST,393nm,43.681091
ALNRUB,PSPST,394nm,45.128494
ALNRUB,PSPST,395nm,47.099064
ALNRUB,PSPST,396nm,48.972923
ALNRUB,PSPST,397nm,50.65123
ALNRUB,PSPST,398nm,52.835468
ALNRUB,PSPST,399nm,55.605751
ALNRUB,PSPST,400nm,57.955723
ALNRUB,PSPST,401nm,60.02087
ALNRUB,PSPST,402nm,62.270016
ALNRUB,PSPST,403nm,64.587547
ALNRUB,PSPST,404nm,65.527023
ALNRUB,PSPST,405nm,66.246674
ALNRUB,PSPST,406nm,66.421814
ALNRUB,PSPST,407nm,66.566383
ALNRUB,PSPST,408nm,66.520798
ALNRUB,PSPST,409nm,66.54454
ALNRUB,PSPST,410nm,66.760803
ALNRUB,PSPST,411nm,67.082153
ALNRUB,PSPST,412nm,67.561371
ALNRUB,PSPST,413nm,67.804832
ALNRUB,PSPST,414nm,67.843384
ALNRUB,PSPST,415nm,68.023407
ALNRUB,PSPST,416nm,68.272835
ALNRUB,PSPST,417nm,68.093575
ALNRUB,PSPST,418nm,67.811913
ALNRUB,PSPST,419nm,67.543625
ALNRUB,PSPST,420nm,67.262566
ALNRUB,PSPST,421nm,66.828621
ALNRUB,PSPST,422nm,66.366791
ALNRUB,PSPST,423nm,65.805779
ALNRUB,PSPST,424nm,65.045975
ALNRUB,PSPST,425nm,63.929642
ALNRUB,PSPST,426nm,62.99358
ALNRUB,PSPST,427nm,62.239864
ALNRUB,PSPST,428nm,61.84877
ALNRUB,PSPST,429nm,61.66436
ALNRUB,PSPST,430nm,61.772671
ALNRUB,PSPST,431nm,61.96479
ALNRUB,PSPST,432nm,62.231495
ALNRUB,PSPST,433nm,62.521465
ALNRUB,PSPST,434nm,63.070854
ALNRUB,PSPST,435nm,63.80957
ALNRUB,PSPST,436nm,65.292412
ALNRUB,PSPST,437nm,66.553917
ALNRUB,PSPST,438nm,67.397186
ALNRUB,PSPST,439nm,68.121628
ALNRUB,PSPST,440nm,68.722466
ALNRUB,PSPST,441nm,69.210388
ALNRUB,PSPST,442nm,69.633369
ALNRUB,PSPST,443nm,70.398972
ALNRUB,PSPST,444nm,71.260941
ALNRUB,PSPST,445nm,72.247429
ALNRUB,PSPST,446nm,73.193634
ALNRUB,PSPST,447nm,73.514458
ALNRUB,PSPST,448nm,73.796745
ALNRUB,PSPST,449nm,73.944168
ALNRUB,PSPST,450nm,74.180244
ALNRUB,PSPST,451nm,74.566483
ALNRUB,PSPST,452nm,74.810677
ALNRUB,PSPST,453nm,74.924301
ALNRUB,PSPST,454nm,74.86438
ALNRUB,PSPST,455nm,74.719688
ALNRUB,PSPST,456nm,74.501305
ALNRUB,PSPST,457nm,74.267128
ALNRUB,PSPST,458nm,74.224182
ALNRUB,PSPST,459nm,74.170769
ALNRUB,PSPST,460nm,74.015892
ALNRUB,PSPST,461nm,73.796097
ALNRUB,PSPST,462nm,73.412926
ALNRUB,PSPST,463nm,73.024437
ALNRUB,PSPST,464nm,72.629196
ALNRUB,PSPST,465nm,72.239464
ALNRUB,PSPST,466nm,71.853477
ALNRUB,PSPST,467nm,71.459167
ALNRUB,PSPST,468nm,71.062157
ALNRUB,PSPST,469nm,70.792252
ALNRUB,PSPST,470nm,70.5429
ALNRUB,PSPST,471nm,70.400948
ALNRUB,PSPST,472nm,70.284599
ALNRUB,PSPST,473nm,70.252327
ALNRUB,PSPST,474nm,70.249252
ALNRUB,PSPST,475nm,70.290817
ALNRUB,PSPST,476nm,70.263245
ALNRUB,PSPST,477nm,70.180992
ALNRUB,PSPST,478nm,69.905472
ALNRUB,PSPST,479nm,69.555733
ALNRUB,PSPST,480nm,68.871742
ALNRUB,PSPST,481nm,68.148087
ALNRUB,PSPST,482nm,67.469254
ALNRUB,PSPST,483nm,66.844948
ALNRUB,PSPST,484nm,66.411812
ALNRUB,PSPST,485nm,65.950897
ALNRUB,PSPST,486nm,65.446686
ALNRUB,PSPST,487nm,64.991608
ALNRUB,PSPST,488nm,64.57502
ALNRUB,PSPST,489nm,64.355743
ALNRUB,PSPST,490nm,64.208679
ALNRUB,PSPST,491nm,64.427902
ALNRUB,PSPST,492nm,64.671715
ALNRUB,PSPST,493nm,64.749626
ALNRUB,PSPST,494nm,64.740547
ALNRUB,PSPST,495nm,64.47493
ALNRUB,PSPST,496nm,64.195808
ALNRUB,PSPST,497nm,63.898743
ALNRUB,PSPST,498nm,63.598309
ALNRUB,PSPST,499nm,63.295696
ALNRUB,PSPST,500nm,62.920662
ALNRUB,PSPST,501nm,62.525902
ALNRUB,PSPST,502nm,62.303429
ALNRUB,PSPST,503nm,62.09782
ALNRUB,PSPST,504nm,61.954708
ALNRUB,PSPST,505nm,61.849049
ALNRUB,PSPST,506nm,61.819305
ALNRUB,PSPST,507nm,61.767616
ALNRUB,PSPST,508nm,61.695229
ALNRUB,PSPST,509nm,61.50288
ALNRUB,PSPST,510nm,61.259186
ALNRUB,PSPST,511nm,60.822483
ALNRUB,PSPST,512nm,60.370747
ALNRUB,PSPST,513nm,60.035557
ALNRUB,PSPST,514nm,59.729164
ALNRUB,PSPST,515nm,59.502556
ALNRUB,PSPST,516nm,59.32967
ALNRUB,PSPST,517nm,59.220791
ALNRUB,PSPST,518nm,59.202862
ALNRUB,PSPST,519nm,59.23415
ALNRUB,PSPST,520nm,59.336639
ALNRUB,PSPST,521nm,59.460556
ALNRUB,PSPST,522nm,59.788528
ALNRUB,PSPST,523nm,60.136044
ALNRUB,PSPST,524nm,60.547012
ALNRUB,PSPST,525nm,60.898457
ALNRUB,PSPST,526nm,61.172264
ALNRUB,PSPST,527nm,61.340656
ALNRUB,PSPST,528nm,61.448162
ALNRUB,PSPST,529nm,61.519199
ALNRUB,PSPST,530nm,61.587139
ALNRUB,PSPST,531nm,61.758667
ALNRUB,PSPST,532nm,61.903553
ALNRUB,PSPST,533nm,61.965275
ALNRUB,PSPST,534nm,61.927658
ALNRUB,PSPST,535nm,61.767956
ALNRUB,PSPST,536nm,61.601704
ALNRUB,PSPST,537nm,61.432022
ALNRUB,PSPST,538nm,61.327118
ALNRUB,PSPST,539nm,61.229515
ALNRUB,PSPST,540nm,61.098118
ALNRUB,PSPST,541nm,60.968056
ALNRUB,PSPST,542nm,60.841343
ALNRUB,PSPST,543nm,60.725098
ALNRUB,PSPST,544nm,60.61924
ALNRUB,PSPST,545nm,60.572071
ALNRUB,PSPST,546nm,60.548027
ALNRUB,PSPST,547nm,60.524666
ALNRUB,PSPST,548nm,60.490253
ALNRUB,PSPST,549nm,60.394444
ALNRUB,PSPST,550nm,60.274067
ALNRUB,PSPST,551nm,60.112411
ALNRUB,PSPST,552nm,59.907841
ALNRUB,PSPST,553nm,59.674065
ALNRUB,PSPST,554nm,59.411587
ALNRUB,PSPST,555nm,59.14196
ALNRUB,PSPST,556nm,58.855064
ALNRUB,PSPST,557nm,58.567471
ALNRUB,PSPST,558nm,58.278004
ALNRUB,PSPST,559nm,57.955872
ALNRUB,PSPST,560nm,57.600937
ALNRUB,PSPST,561nm,57.236465
ALNRUB,PSPST,562nm,56.868454
ALNRUB,PSPST,563nm,56.54491
ALNRUB,PSPST,564nm,56.211704
ALNRUB,PSPST,565nm,55.831093
ALNRUB,PSPST,566nm,55.481522
ALNRUB,PSPST,567nm,55.173096
ALNRUB,PSPST,568nm,54.838425
ALNRUB,PSPST,569nm,54.490643
ALNRUB,PSPST,570nm,54.153675
ALNRUB,PSPST,571nm,53.826057
ALNRUB,PSPST,572nm,53.546494
ALNRUB,PSPST,573nm,53.286766
ALNRUB,PSPST,574nm,53.058254
ALNRUB,PSPST,575nm,52.89959
ALNRUB,PSPST,576nm,52.781513
ALNRUB,PSPST,577nm,52.632
ALNRUB,PSPST,578nm,52.474331
ALNRUB,PSPST,579nm,52.290203
ALNRUB,PSPST,580nm,52.095482
ALNRUB,PSPST,581nm,51.883121
ALNRUB,PSPST,582nm,51.608711
ALNRUB,PSPST,583nm,51.297256
ALNRUB,PSPST,584nm,50.863174
ALNRUB,PSPST,585nm,50.415768
ALNRUB,PSPST,586nm,49.991299
ALNRUB,PSPST,587nm,49.564617
ALNRUB,PSPST,588nm,49.134506
ALNRUB,PSPST,589nm,48.71875
ALNRUB,PSPST,590nm,48.310768
ALNRUB,PSPST,591nm,48.011864
ALNRUB,PSPST,592nm,47.751125
ALNRUB,PSPST,593nm,47.622498
ALNRUB,PSPST,594nm,47.556862
ALNRUB,PSPST,595nm,47.573158
ALNRUB,PSPST,596nm,47.610016
ALNRUB,PSPST,597nm,47.655674
ALNRUB,PSPST,598nm,47.664757
ALNRUB,PSPST,599nm,47.676044
ALNRUB,PSPST,600nm,47.698288
ALNRUB,PSPST,601nm,47.687889
ALNRUB,PSPST,602nm,47.645966
ALNRUB,PSPST,603nm,47.563515
ALNRUB,PSPST,604nm,47.466728
ALNRUB,PSPST,605nm,47.319889
ALNRUB,PSPST,606nm,47.164631
ALNRUB,PSPST,607nm,46.992596
ALNRUB,PSPST,608nm,46.765011
ALNRUB,PSPST,609nm,46.502384
ALNRUB,PSPST,610nm,46.216774
ALNRUB,PSPST,611nm,45.933018
ALNRUB,PSPST,612nm,45.670582
ALNRUB,PSPST,613nm,45.41687
ALNRUB,PSPST,614nm,45.173332
ALNRUB,PSPST,615nm,44.960808
ALNRUB,PSPST,616nm,44.759094
ALNRUB,PSPST,617nm,44.567486
ALNRUB,PSPST,618nm,44.365303
ALNRUB,PSPST,619nm,44.141438
ALNRUB,PSPST,620nm,43.940685
ALNRUB,PSPST,621nm,43.754089
ALNRUB,PSPST,622nm,43.512489
ALNRUB,PSPST,623nm,43.258183
ALNRUB,PSPST,624nm,42.975582
ALNRUB,PSPST,625nm,42.701088
ALNRUB,PSPST,626nm,42.434391
ALNRUB,PSPST,627nm,42.228886
ALNRUB,PSPST,628nm,42.046417
ALNRUB,PSPST,629nm,41.932468
ALNRUB,PSPST,630nm,41.827686
ALNRUB,PSPST,631nm,41.735683
ALNRUB,PSPST,632nm,41.687
ALNRUB,PSPST,633nm,41.654922
ALNRUB,PSPST,634nm,41.626431
ALNRUB,PSPST,635nm,41.583221
ALNRUB,PSPST,636nm,41.511887
ALNRUB,PSPST,637nm,41.410984
ALNRUB,PSPST,638nm,41.294601
ALNRUB,PSPST,639nm,41.109081
ALNRUB,PSPST,640nm,40.895287
ALNRUB,PSPST,641nm,40.616684
ALNRUB,PSPST,642nm,40.316982
ALNRUB,PSPST,643nm,40.003616
ALNRUB,PSPST,644nm,39.68528
ALNRUB,PSPST,645nm,39.369457
ALNRUB,PSPST,646nm,39.062275
ALNRUB,PSPST,647nm,38.748905
ALNRUB,PSPST,648nm,38.430988
ALNRUB,PSPST,649nm,38.051949
ALNRUB,PSPST,650nm,37.674133
ALNRUB,PSPST,651nm,37.321678
ALNRUB,PSPST,652nm,37.052372
ALNRUB,PSPST,653nm,36.847095
ALNRUB,PSPST,654nm,36.729156
ALNRUB,PSPST,655nm,36.630791
ALNRUB,PSPST,656nm,36.564152
ALNRUB,PSPST,657nm,36.502625
ALNRUB,PSPST,658nm,36.444908
ALNRUB,PSPST,659nm,36.389511
ALNRUB,PSPST,660nm,36.375057
ALNRUB,PSPST,661nm,36.479443
ALNRUB,PSPST,662nm,36.560905
ALNRUB,PSPST,663nm,36.627079
ALNRUB,PSPST,664nm,36.576149
ALNRUB,PSPST,665nm,36.503479
ALNRUB,PSPST,666nm,36.394726
ALNRUB,PSPST,667nm,36.263271
ALNRUB,PSPST,668nm,36.119408
ALNRUB,PSPST,669nm,35.970543
ALNRUB,PSPST,670nm,35.829281
ALNRUB,PSPST,671nm,35.701794
ALNRUB,PSPST,672nm,35.570343
ALNRUB,PSPST,673nm,35.436394
ALNRUB,PSPST,674nm,35.291046
ALNRUB,PSPST,675nm,35.154388
ALNRUB,PSPST,676nm,35.028976
ALNRUB,PSPST,677nm,34.930138
ALNRUB,PSPST,678nm,34.820129
ALNRUB,PSPST,679nm,34.62154
ALNRUB,PSPST,680nm,34.375271
ALNRUB,PSPST,681nm,34.087795
ALNRUB,PSPST,682nm,33.696098
ALNRUB,PSPST,683nm,33.309711
ALNRUB,PSPST,684nm,32.963875
ALNRUB,PSPST,685nm,32.711254
ALNRUB,PSPST,686nm,32.511944
ALNRUB,PSPST,687nm,32.440578
ALNRUB,PSPST,688nm,32.441048
ALNRUB,PSPST,689nm,32.542027
ALNRUB,PSPST,690nm,32.765537
ALNRUB,PSPST,691nm,33.087482
ALNRUB,PSPST,692nm,33.707367
ALNRUB,PSPST,693nm,34.428223
ALNRUB,PSPST,694nm,35.2243
ALNRUB,PSPST,695nm,36.056316
ALNRUB,PSPST,696nm,36.905624
ALNRUB,PSPST,697nm,37.783783
ALNRUB,PSPST,698nm,38.70916
ALNRUB,PSPST,699nm,39.657063
ALNRUB,PSPST,700nm,40.644382
ALNRUB,PSPST,701nm,41.654278
ALNRUB,PSPST,702nm,42.682823
ALNRUB,PSPST,703nm,43.742184
ALNRUB,PSPST,704nm,44.818306
ALNRUB,PSPST,705nm,45.921989
ALNRUB,PSPST,706nm,47.028412
ALNRUB,PSPST,707nm,48.11869
ALNRUB,PSPST,708nm,49.12669
ALNRUB,PSPST,709nm,50.014938
ALNRUB,PSPST,710nm,50.817604
ALNRUB,PSPST,711nm,51.165642
ALNRUB,PSPST,712nm,51.381519
ALNRUB,PSPST,713nm,51.412312
ALNRUB,PSPST,714nm,51.310871
ALNRUB,PSPST,715nm,51.216423
ALNRUB,PSPST,716nm,51.218548
ALNRUB,PSPST,717nm,51.277065
ALNRUB,PSPST,718nm,51.36195
ALNRUB,PSPST,719nm,51.446064
ALNRUB,PSPST,720nm,51.636688
ALNRUB,PSPST,721nm,51.91893
ALNRUB,PSPST,722nm,52.529263
ALNRUB,PSPST,723nm,53.328732
ALNRUB,PSPST,724nm,54.391315
ALNRUB,PSPST,725nm,55.662434
ALNRUB,PSPST,726nm,57.033421
ALNRUB,PSPST,727nm,58.559052
ALNRUB,PSPST,728nm,60.153481
ALNRUB,PSPST,729nm,61.812603
ALNRUB,PSPST,730nm,63.659908
ALNRUB,PSPST,731nm,65.57
ALNRUB,PSPST,732nm,67.524368
ALNRUB,PSPST,733nm,69.552879
ALNRUB,PSPST,734nm,71.575218
ALNRUB,PSPST,735nm,73.591919
ALNRUB,PSPST,736nm,75.490646
ALNRUB,PSPST,737nm,77.311539
ALNRUB,PSPST,738nm,79.03553
ALNRUB,PSPST,739nm,80.533188
ALNRUB,PSPST,740nm,81.913277
ALNRUB,PSPST,741nm,83.13166
ALNRUB,PSPST,742nm,84.270157
ALNRUB,PSPST,743nm,85.348923
ALNRUB,PSPST,744nm,86.326241
ALNRUB,PSPST,745nm,87.142281
ALNRUB,PSPST,746nm,87.874634
ALNRUB,PSPST,747nm,88.497322
ALNRUB,PSPST,748nm,88.970161
ALNRUB,PSPST,749nm,89.311646
ALNRUB,PSPST,750nm,89.365852
ALNRUB,PSPST,751nm,89.035774
ALNRUB,PSPST,752nm,88.371727
ALNRUB,PSPST,753nm,86.955498
ALNRUB,PSPST,754nm,84.865471
ALNRUB,PSPST,755nm,82.296402
ALNRUB,PSPST,756nm,78.977989
ALNRUB,PSPST,757nm,75.586929
ALNRUB,PSPST,758nm,72.234665
ALNRUB,PSPST,759nm,69.312813
ALNRUB,PSPST,760nm,66.928589
ALNRUB,PSPST,761nm,65.018517
ALNRUB,PSPST,762nm,64.118347
ALNRUB,PSPST,763nm,64.004845
ALNRUB,PSPST,764nm,64.50502
ALNRUB,PSPST,765nm,66.028374
ALNRUB,PSPST,766nm,68.379517
ALNRUB,PSPST,767nm,71.261322
ALNRUB,PSPST,768nm,74.748688
ALNRUB,PSPST,769nm,78.115181
ALNRUB,PSPST,770nm,81.34655
ALNRUB,PSPST,771nm,84.305412
ALNRUB,PSPST,772nm,86.636864
ALNRUB,PSPST,773nm,88.59166
ALNRUB,PSPST,774nm,90.101425
ALNRUB,PSPST,775nm,91.063927
ALNRUB,PSPST,776nm,91.749077
ALNRUB,PSPST,777nm,92.146332
ALNRUB,PSPST,778nm,92.434509
ALNRUB,PSPST,779nm,92.580132
ALNRUB,PSPST,780nm,92.563011
ALNRUB,PSPST,Time,2019/08/14_10:33:52
ALNRUB,PSPST,LUX,4554.11084
ALNRUB,PSPST,fc,423.244507
ALNRUB,PSPST,CCT,8001
ALNRUB,PSPST,Duv,0.004502
ALNRUB,PSPST,I-Time,151
ALNRUB,PSPST,x,0.293098
ALNRUB,PSPST,y,0.311131
ALNRUB,PSPST,u',0.190714
ALNRUB,PSPST,v',0.455508
ALNRUB,PSPST,deltax,-0.002101
ALNRUB,PSPST,deltay,0.006323
ALNRUB,PSPST,deltau',-0.003902
ALNRUB,PSPST,deltav',0.003367
ALNRUB,PSPST,LambdaP,780
ALNRUB,PSPST,LambdaPV,103.564171
ALNRUB,PSPST,LambdaD,484
ALNRUB,PSPST,Purity,15.357661
ALNRUB,PSPST,IRR,25.916231
ALNRUB,PSPST,CRI,95.919098
ALNRUB,PSPST,R1,95.024513
ALNRUB,PSPST,R2,96.348152
ALNRUB,PSPST,R3,97.267525
ALNRUB,PSPST,R4,95.531647
ALNRUB,PSPST,R5,95.419807
ALNRUB,PSPST,R6,95.486427
ALNRUB,PSPST,R7,97.814018
ALNRUB,PSPST,R8,94.460701
ALNRUB,PSPST,R9,81.536469
ALNRUB,PSPST,R10,91.111382
ALNRUB,PSPST,R11,94.101921
ALNRUB,PSPST,R12,93.863708
ALNRUB,PSPST,R13,95.031448
ALNRUB,PSPST,R14,98.320221
ALNRUB,PSPST,R15,94.234123
ALNRUB,PSPST,PPFD,82.608131
ALNRUB,PSPST,PFD,124.671967
ALNRUB,PSPST,PFD-UV,3.707974
ALNRUB,PSPST,PFD-B,29.811047
ALNRUB,PSPST,PFD-G,29.766195
ALNRUB,PSPST,PFD-R,23.591681
ALNRUB,PSPST,PFD-FR,38.87257
ALNRUB,PSPST,380nm,47.110489
ALNRUB,PSPST,381nm,47.22723
ALNRUB,PSPST,382nm,47.398861
ALNRUB,PSPST,383nm,47.517601
ALNRUB,PSPST,384nm,47.559986
ALNRUB,PSPST,385nm,48.10791
ALNRUB,PSPST,386nm,49.085613
ALNRUB,PSPST,387nm,49.361839
ALNRUB,PSPST,388nm,49.295437
ALNRUB,PSPST,389nm,50.04525
ALNRUB,PSPST,390nm,50.994831
ALNRUB,PSPST,391nm,51.096008
ALNRUB,PSPST,392nm,51.236156
ALNRUB,PSPST,393nm,52.74752
ALNRUB,PSPST,394nm,54.42717
ALNRUB,PSPST,395nm,56.785675
ALNRUB,PSPST,396nm,59.016323
ALNRUB,PSPST,397nm,60.988438
ALNRUB,PSPST,398nm,63.558056
ALNRUB,PSPST,399nm,66.819794
ALNRUB,PSPST,400nm,69.587372
ALNRUB,PSPST,401nm,72.020088
ALNRUB,PSPST,402nm,74.633972
ALNRUB,PSPST,403nm,77.315186
ALNRUB,PSPST,404nm,78.389771
ALNRUB,PSPST,405nm,79.208061
ALNRUB,PSPST,406nm,79.321579
ALNRUB,PSPST,407nm,79.399734
ALNRUB,PSPST,408nm,79.259926
ALNRUB,PSPST,409nm,79.205048
ALNRUB,PSPST,410nm,79.386009
ALNRUB,PSPST,411nm,79.681145
ALNRUB,PSPST,412nm,80.147812
ALNRUB,PSPST,413nm,80.367081
ALNRUB,PSPST,414nm,80.371323
ALNRUB,PSPST,415nm,80.495705
ALNRUB,PSPST,416nm,80.679016
ALNRUB,PSPST,417nm,80.416412
ALNRUB,PSPST,418nm,80.047287
ALNRUB,PSPST,419nm,79.642197
ALNRUB,PSPST,420nm,79.223549
ALNRUB,PSPST,421nm,78.67614
ALNRUB,PSPST,422nm,78.089233
ALNRUB,PSPST,423nm,77.361824
ALNRUB,PSPST,424nm,76.405029
ALNRUB,PSPST,425nm,75.036827
ALNRUB,PSPST,426nm,73.877922
ALNRUB,PSPST,427nm,72.930725
ALNRUB,PSPST,428nm,72.425148
ALNRUB,PSPST,429nm,72.171295
ALNRUB,PSPST,430nm,72.201584
ALNRUB,PSPST,431nm,72.313217
ALNRUB,PSPST,432nm,72.563736
ALNRUB,PSPST,433nm,72.845932
ALNRUB,PSPST,434nm,73.429657
ALNRUB,PSPST,435nm,74.22448
ALNRUB,PSPST,436nm,75.849007
ALNRUB,PSPST,437nm,77.232185
ALNRUB,PSPST,438nm,78.159286
ALNRUB,PSPST,439nm,78.953583
ALNRUB,PSPST,440nm,79.609711
ALNRUB,PSPST,441nm,80.131416
ALNRUB,PSPST,442nm,80.575806
ALNRUB,PSPST,443nm,81.419975
ALNRUB,PSPST,444nm,82.376579
ALNRUB,PSPST,445nm,83.479851
ALNRUB,PSPST,446nm,84.53598
ALNRUB,PSPST,447nm,84.8591
ALNRUB,PSPST,448nm,85.132507
ALNRUB,PSPST,449nm,85.231949
ALNRUB,PSPST,450nm,85.447685
ALNRUB,PSPST,451nm,85.860382
ALNRUB,PSPST,452nm,86.105507
ALNRUB,PSPST,453nm,86.196587
ALNRUB,PSPST,454nm,86.096558
ALNRUB,PSPST,455nm,85.903175
ALNRUB,PSPST,456nm,85.597755
ALNRUB,PSPST,457nm,85.268341
ALNRUB,PSPST,458nm,85.152184
ALNRUB,PSPST,459nm,85.023987
ALNRUB,PSPST,460nm,84.780228
ALNRUB,PSPST,461nm,84.463676
ALNRUB,PSPST,462nm,83.963928
ALNRUB,PSPST,463nm,83.447197
ALNRUB,PSPST,464nm,82.908859
ALNRUB,PSPST,465nm,82.409874
ALNRUB,PSPST,466nm,81.9375
ALNRUB,PSPST,467nm,81.441437
ALNRUB,PSPST,468nm,80.937653
ALNRUB,PSPST,469nm,80.556847
ALNRUB,PSPST,470nm,80.19854
ALNRUB,PSPST,471nm,79.977699
ALNRUB,PSPST,472nm,79.785828
ALNRUB,PSPST,473nm,79.68914
ALNRUB,PSPST,474nm,79.639572
ALNRUB,PSPST,475nm,79.662079
ALNRUB,PSPST,476nm,79.587013
ALNRUB,PSPST,477nm,79.434769
ALNRUB,PSPST,478nm,79.067589
ALNRUB,PSPST,479nm,78.617874
ALNRUB,PSPST,480nm,77.825706
ALNRUB,PSPST,481nm,76.995064
ALNRUB,PSPST,482nm,76.247826
ALNRUB,PSPST,483nm,75.546761
ALNRUB,PSPST,484nm,75.007568
ALNRUB,PSPST,485nm,74.437737
ALNRUB,PSPST,486nm,73.820129
ALNRUB,PSPST,487nm,73.278038
ALNRUB,PSPST,488nm,72.795105
ALNRUB,PSPST,489nm,72.507156
ALNRUB,PSPST,490nm,72.290573
ALNRUB,PSPST,491nm,72.500992
ALNRUB,PSPST,492nm,72.743431
ALNRUB,PSPST,493nm,72.831947
ALNRUB,PSPST,494nm,72.814003
ALNRUB,PSPST,495nm,72.482162
ALNRUB,PSPST,496nm,72.143311
ALNRUB,PSPST,497nm,71.795143
ALNRUB,PSPST,498nm,71.431641
ALNRUB,PSPST,499nm,71.058212
ALNRUB,PSPST,500nm,70.650429
ALNRUB,PSPST,501nm,70.233299
ALNRUB,PSPST,502nm,69.936867
ALNRUB,PSPST,503nm,69.666435
ALNRUB,PSPST,504nm,69.52169
ALNRUB,PSPST,505nm,69.408226
ALNRUB,PSPST,506nm,69.358162
ALNRUB,PSPST,507nm,69.309624
ALNRUB,PSPST,508nm,69.26252
ALNRUB,PSPST,509nm,69.057144
ALNRUB,PSPST,510nm,68.784012
ALNRUB,PSPST,511nm,68.324066
ALNRUB,PSPST,512nm,67.848511
ALNRUB,PSPST,513nm,67.472809
ALNRUB,PSPST,514nm,67.142227
ALNRUB,PSPST,515nm,66.936684
ALNRUB,PSPST,516nm,66.782974
ALNRUB,PSPST,517nm,66.691002
ALNRUB,PSPST,518nm,66.722931
ALNRUB,PSPST,519nm,66.821899
ALNRUB,PSPST,520nm,66.985252
ALNRUB,PSPST,521nm,67.169678
ALNRUB,PSPST,522nm,67.581001
ALNRUB,PSPST,523nm,68.010704
ALNRUB,PSPST,524nm,68.500114
ALNRUB,PSPST,525nm,68.943619
ALNRUB,PSPST,526nm,69.327248
ALNRUB,PSPST,527nm,69.542572
ALNRUB,PSPST,528nm,69.660675
ALNRUB,PSPST,529nm,69.790108
ALNRUB,PSPST,530nm,69.924644
ALNRUB,PSPST,531nm,70.131676
ALNRUB,PSPST,532nm,70.309029
ALNRUB,PSPST,533nm,70.393753
ALNRUB,PSPST,534nm,70.374878
ALNRUB,PSPST,535nm,70.228699
ALNRUB,PSPST,536nm,70.054611
ALNRUB,PSPST,537nm,69.865906
ALNRUB,PSPST,538nm,69.764397
ALNRUB,PSPST,539nm,69.671036
ALNRUB,PSPST,540nm,69.511612
ALNRUB,PSPST,541nm,69.353485
ALNRUB,PSPST,542nm,69.198563
ALNRUB,PSPST,543nm,69.071846
ALNRUB,PSPST,544nm,68.973122
ALNRUB,PSPST,545nm,68.928162
ALNRUB,PSPST,546nm,68.904388
ALNRUB,PSPST,547nm,68.896156
